_unit_id,airline,text
681460106,US Airways,@USAirways I made it- thx.
681460107,US Airways,@USAirways still on hold...1 hr 27 mins....thank god for chairman status. status match @Delta?
681460108,US Airways,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... _�"
681460109,US Airways,@USAirways has the worst customer service. Can't even get through to a rep you gotta be kidding me
681460110,US Airways,@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.
681460111,US Airways,@USAirways @Beamske how about a real live person talk to the person whose luggage was lost for 4 days and vacation wrecked . @yorkshire2002
681460112,US Airways,@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt
681460113,US Airways,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing
681460114,US Airways,@USAirways So frustrating because I still have not gotten them back. Why my bag was sent to NY is a mystery!  Shame on me this time!
681460115,US Airways,@USAirways I will NEVER travel US Airways again. Flew in from LA to DC last night and for the 2nd time on this airline my bags didn't arrive
681460116,US Airways,@USAirways haha no worries you guys are the best!  +1 for spelling my name correctly
681460117,US Airways,@USAirways like they will call me? I'v been trying since yesterday and no one is answering...
681460118,US Airways,"@USAirways your CSR in PHL suck.   Flt 3883 gets cx'd,  i get rebooked to the next day?  On standby for 4011. Not hopeful."
681460119,US Airways,@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice
681460120,US Airways,@USAirways I keep getting hung up on. PLEASE respond so I can book a ticket with you. I won't be able to buy one unless I speak to someone!
681460121,US Airways,@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS
681460122,US Airways,@USAirways You should be prepared for Weather. All I want to do is find out if I can take train to PHL to catch my connection.
681460123,US Airways,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?"
681460124,US Airways,@USAirways see you on board tomorrow
681460125,US Airways,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable."
681460126,US Airways,@USAirways been on hold for 2 hours for something which I could have done in less than 1 minute if it was available.Your site UX is awe full
681460127,US Airways,@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.
681460128,US Airways,@USAirways i understand that but i should still be able to view my reservation online....
681460129,US Airways,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU
681460130,US Airways,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?"
681460131,US Airways,"@USAirways OK we are on DAY 11 trying to  book a flight for 4.  Ur system STILL says ""due to weather�_.call back Late Flightr""  #outofbusiness ?"
681460132,US Airways,@USAirways Thanks again for ruiningmy vacation.  You all are the best for this.  Could not have done it without you.
681460134,US Airways,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!
681460135,US Airways,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.
681460136,US Airways,@USAirways still ignoring my question. #USAirways consistently providing poor customer service.
681460138,US Airways,@USAirways they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek
681460140,US Airways,@USAirways oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem
681460141,US Airways,@USAirways There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC???
681460143,US Airways,@USAirways Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst
681460145,US Airways,@USAirways been trying for weeks no use
681460147,US Airways,@USAirways should give me free baggage for this mess
681460148,US Airways,"@USAirways Gate traffic #DCA, MY flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE."
681460150,US Airways,@USAirways I really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets
681460151,US Airways,@USAirways I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? _٪�
681460153,US Airways,@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?
681460155,US Airways,"@USAirways Waiting on my flight right now, thanks!!"
681460156,US Airways,@USAirways How do I add my TSA Pre number to an existing reservation?
681460158,US Airways,@USAirways can i please have someone call me 781 879 4505
681460159,US Airways,@USAirways We're back at a gate. Opposite of wheels up. Im sure we'll get thete eventually. So thanks.
681460161,US Airways,@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!
681460163,US Airways,@USAirways &amp; @AmericanAir: 1 flight Cancelled Flightled yesterday and now a delay today has robbed my daughter of 2 days with her grandparents. Thanks
681460164,US Airways,@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.
681460166,US Airways,@USAirways can you DM please in regards to update on lost bag please.
681460168,US Airways,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.
681460169,US Airways,@USAirways Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.
681460171,US Airways,@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!
681460173,US Airways,@USAirways why aren't you updating flight status/delays?
681460174,US Airways,@USAirways They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out
681460176,US Airways,"@USAirways nope, they just announced we're headed back to the gate."
681460178,US Airways,@USAirways pretty sure we didn't actually take off at 7:10 http://t.co/vuxf4r4Unu
681460180,US Airways,@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy
681460182,US Airways,@USAirways 5203 and we're just sitting 20 feet from an open gate
681460183,US Airways,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online
681460185,US Airways,@USAirways what's wrong with the plane? Flt 581
681460186,US Airways,"@USAirways @united two broken airplanes, two days Late Flightr and I'm stranded after a funeral and missing out on my last semester of #college. _�ԍ"
681460188,US Airways,@USAirways @AmericanAir Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am
681460190,US Airways,@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head
681460191,US Airways,"@USAirways asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable!"
681460193,US Airways,"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question"
681460195,US Airways,@USAirways nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me
681460196,US Airways,@USAirways flight 1946 out of clt this morning.  It's snowing here.  Should i head out to the airport?
681460199,US Airways,@USAirways I've been on hold for 41min. Just trying to change my reservation.
681460200,US Airways,@USAirways I am a UK citizen. Is there a UK number I could try?
681460202,US Airways,@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail
681460204,US Airways,@USAirways Changing my flights with no explanations and still don't have a confirmation. So disappointed in the service
681460205,US Airways,@USAirways nope not yet...
681460207,US Airways,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.
681460208,US Airways,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic"
681460209,US Airways,@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.
681460210,US Airways,@usairways Thanks so much for ruining my vacation. I really couldn't have done it without you.
681460212,US Airways,@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.
681460214,US Airways,@USAirways some flexibility on your part would be nice. This is why I love @SouthwestAir. They're flexible &amp; not trying to take all my $.
681460217,US Airways,@USAirways Excited that I'll be flying from Syracuse to interview in Dallas on Friday for the FA position- this is a goal &amp; dream of mine!
681460218,US Airways,@USAirways thank you for reaching out to me. Hopefully my request will be fixed and I can remain a loyal customer.
681460220,US Airways,@USAirways it doesn't take 6 days to respond to an already open case!
681460221,US Airways,"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job."
681460223,US Airways,@USAirways are people going to answer our calls?
681460224,US Airways,@USAirways pilot forgets to show up to work and Ricky J (gate agent) gives customers attitude. #usairwaysfail
681460226,US Airways,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail
681460228,US Airways,@USAirways Thank You for your empathy there is more to this story than just the luggage but thank you for reaching out
681460230,US Airways,@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail
681460232,US Airways,@USAirways yes but again valuable time has been lost
681460233,US Airways,@USAirways I don't like being lied to. No bad weather in dc md va. I've been stuck in CA all day and should've been home by now. You owe me.
681460234,US Airways,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.
681460236,US Airways,@USAirways the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH
681460238,US Airways,@USAirways can't get back lost time
681460239,US Airways,@USAirways flt 1820 2rsw could have extended the courtsey of waiting 2min 4 10 of us.... gates closed in r faces.  Ur fired
681460241,US Airways,@USAirways - thanks however I feel like the system has failed me -- what is the solution?
681460243,US Airways,@USAirways my bag landed 1 day Late Flight at sfo at 11:40am. How can it be 10:01pm and I still don't have it? Flight 719 2/22/14
681460244,US Airways,@USAirways thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!
681460246,US Airways,"@USAirways thanks for nothing. Bought two tix through you to Disney and my friend can't go and now I have to eat the 400, plus 600 for new 1"
681460249,US Airways,@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?
681460250,US Airways,"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death."
681460252,US Airways,"@USAirways  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note."
681460254,US Airways,@USAirways  I've never been treated this badly
681460256,US Airways,@USAirways  I'm glad this airline is going to be swallowed by American!!! American always picks up the phone and solves problems.
681460257,US Airways,@USAirways  Three months and my miles haven't been credited.  No one is going to read the email I sent.
681460259,US Airways,@USAirways   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles
681460261,US Airways,@USAirways  My tweet gets me a response to email dmsc@usairways.com
681460262,US Airways,@USAirways The help/complaint forms on the website can be used only if the matter applies to an actual ticketed flight
681460265,US Airways,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail
681460267,US Airways,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied"
681460268,US Airways,@USAirways No I was there 12 hrs early! Send me an email to share my experience You don't want this blasting here.
681460270,US Airways,"@USAirways  I open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles"
681460272,US Airways,@USAirways  you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card
681460273,US Airways,"@USAirways  - I had 20,748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I"
681460275,US Airways,@usairways - It's all automated and no one cares to understand the problem I'm having
681460277,US Airways,@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4)
681460278,US Airways,"@USAirways Houston hub Aa T. Employee the bag is not here, It made it to Pa before me! Oops not your problem http://t.co/Uld0hWFkfo"
681460280,US Airways,"@USAirways charged my card 11 times for one airline ticket, now card is on security hold"
681460283,US Airways,@USAirways not yet. But we will see shortly.
681460284,US Airways,@USAirways I've flown US Airways at least five times. Every single time has been like this. Actions speak louder than words.
681460286,US Airways,@USAirways flight from Bhm delayed 5hrs! Connect flgt left us in clt at a motel
681460288,US Airways,"@USAirways membership has no privileges anymore - my son is in the army, short window to see him - NO help."
681460290,US Airways,@USAirways honestly - how is it quickly as possible I've been on hold sine 9:50pm? Everyone that answers has to send me to someone else.
681460292,US Airways,@USAirways done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update??
681460293,US Airways,@USAirways yay for glitchy tracking system!  My bags made it to my destination and not Laguardia like the app said!
681460295,US Airways,@USAirways really???  NOT ONE OF THEM CAN BOOK DIVIDEND MILES TRAVEL - Literally on hold now since 9:50pm - it's 11:30pm #NoExcuses
681460297,US Airways,"@USAirways yeah I know that but that doesn't get me my money back does it, everytime I fly with you something bad happens."
681460299,US Airways,"BY THE GRACE OF GOD, I MADE IT! �@USAirways: @__RWG__ We don't have those powers in here. We hope you can make that flight.�۝"
681460300,US Airways,@USAirways Everyone is sorry.  Don't have what I need for meeting tomorrow.  140 charac. isn't nearly enough to highlight your shortcomings
681460302,US Airways,@USAirways is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight.
681460304,US Airways,"@USAirways if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed"
681460305,US Airways,@USAirways thank u i wiil write after call  travel agency
681460307,US Airways,@USAirways terrible service
681460308,US Airways,"@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person,"
681460310,US Airways,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!
681460312,US Airways,"@USAirways - No live person to speak with all day at Dividend Miles, after they wrongfully took over 65,000 miles out of my account."
681460314,US Airways,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.
681460315,US Airways,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum"
681460318,US Airways,"@USAirways yes, but I had to pay more for another flight to get me out tomorrow since there weren't anymore for tonight...not fun :-/"
681460319,US Airways,"@USAirways Well, that's a problem considering I need to book a flight tonight for this weekend... is there anything you can do?"
681460321,US Airways,@USAirways but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund
681460323,US Airways,@USAirways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++
681460324,US Airways,"@usairways  US1799 CLT-&gt;SFO in first no desert, no snack basket. Incoming was on time ? What�۪s up?"
681460326,US Airways,@USAirways thank you.
681460328,US Airways,"@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv."
681460329,US Airways,@USAirways you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.
681460331,US Airways,@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.
681460333,US Airways,@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH
681460336,US Airways,@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.
681460337,US Airways,@USAirways ... I f@$%ing hate you.
681460339,US Airways,@USAirways travel agency said that if usairways accept we will refund money i dont understand why dont u refund
681460341,US Airways,"@USAirways Yes &amp; have already spent 1K+ on the card &amp; paid the $89 annual fee, but the 50K miles have not shown up. Want to fly AUS --&gt; ATL"
681460342,US Airways,@USAirways no i use to skyscanner and travel agency and i called u . You said you should call travel agency but
681460344,US Airways,"@USAirways finally spoke with someone. I have to email the refund dept. I love you guys, but 6 hours in line to be told no dice sucks."
681460346,US Airways,"@USAirways yes, with Delta!"
681460347,US Airways,@USAirways well I thought they had hours ago but just found out that no I do not have a seat
681460349,US Airways,"@USAirways : Was on flight 2046 BOS-CLT on 2/22, awful experience, exit row seat was so narrow that I could not move my legs! Unacceptable."
681460351,US Airways,"@USAirways yes, but we were answered and put back on hold while they were to check on our request..  50 mins Late Flightr nothing!"
681460352,US Airways,@USAirways   Not good. On hold for over an hour. http://t.co/wSgYckCIIO
681460354,US Airways,@USAirways Expedia reserved a ticket for me and 2 more for a USAW flight but only issued 1. They are not responsive.Thoughts?
681460356,US Airways,"@USAirways no worries, your flight attendant took care of it."
681460357,US Airways,@USAirways Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone
681460358,US Airways,@USAirways I've been on hold for over an hour.  Not doing so well in the customer service department.  #weak
681460359,US Airways,@USAirways - 53 minutes on hold for a reservation?
681460361,US Airways,@USAirways @joyadventuremom there are breastfeeding momma's watching this story all over the country! Better work on a faster response :)
681460362,US Airways,@USAirways #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today
681460364,US Airways,@usairways I've been on hold for over an hour only b/c my CC miles aren't showing up. What a mediocre combo of cc &amp; airline #SwitchingBoth
681460366,US Airways,@USAirways I am a premium #DividendMiles #cardholder. Unacceptable 4 you to #hangup my #customerservice call twice after putting me on hold.
681460368,US Airways,@USAirways I bougth ticket same fligths twice and you dont refund money it is big problem other company refund money why dont u pay back
681460370,US Airways,@USAirways @AmericanAir now this is beyond ridiculous. Some steering problem delays us again. #neveragain  it's no wonder you had to sell
681460372,US Airways,"@USAirways hi, Im trying to speak with someone to book travel for a minor. The phone keeps disconnecting. Please advise. Website wont allow."
681460374,US Airways,@USAirways did a pre schooler develop your app? The thing crashes every single time.
681460376,US Airways,@USAirways and @FlyKnoxville - bad weather should not be an excuse for not following established luggage procedures. #NoClothesNoInfo
681460377,US Airways,@USAirways On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane. Thanks guys.
681460379,US Airways,@USAirways #FAILINGYOURCUSTOMER ONE BY ONE
681460381,US Airways,@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?
681460382,US Airways,@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.
681460384,US Airways,"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers"
681460386,US Airways,@USAirways @AmericanAir Can you bring guinea pigs in small pet carrier onboard your flights?
681460389,US Airways,@USAirways #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain
681460391,US Airways,@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.
681460392,US Airways,@USAirways is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? I was shocked listening
681460394,US Airways,@USAirways good work by flight 1798 crew.  #Chairman's recognition even in coach.  Too many #missedupgrades Late Flightly.  What's up with this?
681460396,US Airways,@USAirways changed our flight 6 times in 1 trip. Bumped to @Delta now &amp; having great experience. Never. Flying. US Air again. Never.
681460397,US Airways,@USAirways I can't wait to never fly with you again. Always delayed. Always lose my bag. Rudest people on the planet. Southwest is the best
681460399,US Airways,@USAirways I sent email to customer.relations@aa.com. Will this work?
681460401,US Airways,@USAirways sat on the ramp for 45 min and missed my connection. No one seems to concerned at usairways.
681460402,US Airways,@USAirways It's very difficult to work with Baggage claims when they don't answer the phone
681460404,US Airways,@USAirways I lost an ID on your plane and having trouble finding a contact for your lost and found in Cleveland Hopkins Airport. Please Help
681460406,US Airways,@USAirways I have better Intel than she does!  She said plane is due in at 630.  Flightaware and your own app say 645
681460407,US Airways,"@USAirways not likely, flightaware says plane is still in Durango and hasn't departed."
681460409,US Airways,"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options."
681460411,US Airways,@USAirways Hi-i have a travel question. Could you please follow me so i can dm you?
681460412,US Airways,"@USAirways should, but didn�۪t."
681460414,US Airways,@USAirways just now but no general announcement
681460415,US Airways,@USAirways what's going on with US Airways flight 805?   Why diverted to Charlotte?
681460417,US Airways,@USAirways I�۪d suggest proper information dissemination to all staff on a more timely &amp; relevant schedule to prevent this in the future.
681460419,US Airways,@USAirways i have been patient.. especially the first time. i will never fly with you again
681460420,US Airways,@USAirways seriously? Every flight I have had the past 2 days has been delayed. Every single one. Terrible
681460422,US Airways,@USAirways I just want to be heard and to discuss the many issues on my trip
681460424,US Airways,@USAirways what's up with flight 5545 no gate agent or plane at PHX B18?  Nice customer service.
681460426,US Airways,@USAirways very embarrassing.
681460428,US Airways,@USAirways I�۪m still disappointed that it is apparently ok for a Flight Attendant who isn�۪t up on current policy to argue with a traveler.
681460429,US Airways,@USAirways yes I know the industry procedure on baggage. Thanks for helping..... _� what about the impossible connection that started this?
681460430,US Airways,@USAirways I agree but per the captain this issue happened before boarding &amp; we all sat in the plane for almost 2 hrs
681460432,US Airways,@USAirways and despite tailwind�_ Will still be Late Flight.
681460433,US Airways,@USAirways 1500 characters are not enough to convey the issue. Was directed to emailmailto:customer.relations@usairways.com unmonitored. BAD
681460435,US Airways,@USAirways Thanks! Sent you DM re: baggage issues.
681460437,US Airways,"@USAirways i have and you have not been able to locate them, its insane. i trust you and PAY you to look after my things and you lost them."
681460439,US Airways,@USAirways and yet the Flight Attendant argued with me over Exec Plat benefits...
681460441,US Airways,@USAirways please stop asking me each week to place my bag in the size check #ITFITS http://t.co/AUrn07pWD4
681460443,US Airways,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight
681460444,US Airways,@USAirways @AmericanAir need to check candy w working flight 449 iah to phx on usairways she is the reason I always choose @Delta #rude
681460446,US Airways,@USAirways @AmericanAir explain how come I can get a free upgrade on US as an exe plat but not exit row seating w/out paying. confused
681460448,US Airways,"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight."
681460449,US Airways,"@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold?"
681460451,US Airways,@USAirways I have submitted my request. I would appreciate a call by 9am eastern. Thank you.
681460453,US Airways,"@USAirways  I need to email customer service for help and a question, can you please provide the email address?"
681460454,US Airways,@USAirways @VincesViews  there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy
681460456,US Airways,@USAirways  can you help me out?
681460458,US Airways,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened.
681460459,US Airways,@USAirways i have a question. i need to talk to someone by email. Can you give me your email address? Thanks.
681460461,US Airways,"@USAirways @Gregm528 well there is certainly nothing happening ""in front"" of the scenes. #Noaccountability  #disappointing"
681460463,US Airways,@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable
681460464,US Airways,@USAirways customer service at its best! Rachel S.  took great care of us at the PHX airport. http://t.co/HG7vEqhGHy
681460466,US Airways,@usairways &amp; @AmericanAir planes in #grandcayman http://t.co/GX7QbtckBr
681460468,US Airways,@USAirways  I will never fly us airways again.
681460469,US Airways,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays
681460471,US Airways,"@USAirways Can you follow, so I can DM you?"
681460473,US Airways,@USAirways so I get bumped to the 6pm to Birmingham which is now delayed because the pilots scheduled don't have enough hours together. Fail
681460475,US Airways,"@USAirways yes, thanks but took forever"
681460476,US Airways,@USAirways as far as being delayed goes�_ Looks like tailwinds are going to make up for it. Good news!
681460478,US Airways,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05
681460480,US Airways,"@USAirways I asked if that was SOP, and they said �It is now.�۝ But yet the other 11 flights, nothing. Is this a policy or not?"
681460481,US Airways,"@USAirways while I�۪m asking�_ 2 of my 11 non upgraded flights, Attendants came &amp; greeted me &amp; thanked me for my business b/c I was Exec Plat."
681460483,US Airways,@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.
681460486,US Airways,@USAirways it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with.
681460487,US Airways,@USAirways I am so disappointed with the service I received with you on my travels to NC these past few days .. you lost my baggage twice.
681460490,US Airways,@USAirways but question :  if the downgrade include losing first class do you get money back ? http://t.co/LfT7QD23Sy
681460493,US Airways,.@USAirways Have you just given up?
681460495,US Airways,.@USAirways and then you said I could move my Thursday flight for free if I CALL A NUMBER. And then you HANG UP ON ME.
681460497,US Airways,@USAirways Are you not even going to acknowledge that you bumped me from a flight (NOT BECAUSE OF WEATHER I AM IN ARIZONA)
681460498,US Airways,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am..."
681460499,US Airways,Great management of @USAirways twitter account. Thank you.
681460501,US Airways,@USAirways why is it impossible to change / buy preferred seats via your app?
681460503,US Airways,@USAirways I am good. I just did not understand the terminology.  but the merger brings new verbiage
681460505,US Airways,@USAirways can you priv chat to help chairman reroute
681460507,US Airways,@USAirways New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/WbhbljJkS7
681460508,US Airways,@USAirways why are your customer service department so intent on ignoring my emails and queries? #badservice #usairways
681460510,US Airways,@USAirways can you help chairman? I am on flight 686 PHX connect 599 SJC will miss connection can you reroute please.
681460512,US Airways,@USAirways your airway is a joke. I have never dealt with worse service
681460514,US Airways,@USAirways great. I just called your fucking phone number and she hung up on me
681460515,US Airways,@USAirways IT HAS BEEN FOUND THANK YOU
681460517,US Airways,@USAirways @hhagerty that's a lie.
681460519,US Airways,"@USAirways also, can you explain why, when I checked in, on the US Airways site, &amp; picked ""Standby for 1st"" I was not put on the list?"
681460520,US Airways,@USAirways your customer service # has a recording that says we are to busy to assist and hangs up. Great touch. #poorservice @GMA @CBSNews
681460522,US Airways,@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.
681460523,US Airways,"@USAirways do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!"
681460525,US Airways,@USAirways And you took away my 1st class seat.  Love being a Chairman Preferred and assigned row 24 seat B middle seat
681460526,US Airways,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time.
681460528,US Airways,@USAirways PLANS CHANGED! IS THAT WHAT U CALL NOT BEIN ABLE 2 PARK ON TIME PLANES W A 2 HR LAYOVER N B ABLE 2 MAKE UR CONNECTION! #seriously
681460530,US Airways,@USAirways I have a receipt but no conf # for a Thur flight. When I call for help I was literally hung up on b/c of wait times. Help!
681460532,US Airways,@USAirways is it your practice to give 1st class seats to us air employees before giving them to chairmans customers sitting in coach?
681460534,US Airways,@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united
681460535,US Airways,@USAirways would help if you flew bigger planes into TLH. All my team mates made it to the training but me.
681460537,US Airways,@USAirways ok thanks
681460539,US Airways,@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.
681460540,US Airways,@USAirways She was put on hold on that number for a loooooong time too.  No help. #lostandforgotten
681460544,US Airways,@USAirways I have never had a more unpleasant travel experience in my life. Now I might not get on my flight till tomorrow? This is insane
681460546,US Airways,@USAirways direct flights to SFO leaving from same airport with @VirginAmerica and @united - can you please put me on one of those?
681460547,US Airways,"@USAirways awesome... Doors close in 2 minutes, flight leaves in 17 minutes... And the plane just got here. WTH?"
681460549,US Airways,@USAirways I'll check it out when I get to the airport. Thanks.
681460551,US Airways,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.
681460552,US Airways,@USAirways - HA! flight to CTL delayed! Going to miss connection. Can you please transfer me to another airline asap? http://t.co/1XdLbiBClP
681460553,US Airways,"@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos."
681460555,US Airways,@USAirways on 5:55 flight to CTL to catch 8pm flight to sfo. But empty seats on 4:15 flight which wasn't offered.  Awful service continues.
681460557,US Airways,@USAirways I have to fly back to Charlotte out of a different airport. You guys are not very flexible like other airlines.
681460558,US Airways,"@USAirways I checked in ""Standby for 1st Class"" only to find I am ""not on the list"". This merger is a pain."
681460560,US Airways,@USAirways 4 great flights with no delays! Thank you!
681460562,US Airways,@USAirways been on hold for 45 minutes. Is there a better time to call? This is getting ridiculous
681460563,US Airways,@USAirways Your exchange/credit policies are worthless and shadier than the White House. Dissatisfied to the nines right now.
