_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
681455530,FALSE,finalized,3,2/25/15 3:00,negative,1,Late Flight,1,Southwest,,CVDCole,,0,,2/20/15 15:30,5.68916E+17,"Dallas, Texas",Central Time (US & Canada)
681455531,FALSE,finalized,3,2/25/15 3:12,neutral,1,,,Southwest,,didieraur,,0,"[35.12084166, -89.84738331]",2/20/15 15:30,5.68916E+17,"Memphis, Tennessee",Central Time (US & Canada)
681455532,FALSE,finalized,3,2/25/15 3:49,neutral,0.6747,,0,Southwest,,mcyoung2,,0,,2/20/15 15:26,5.68915E+17,ILLINOIS,Mountain Time (US & Canada)
681455533,FALSE,finalized,3,2/25/15 7:43,neutral,1,,,Southwest,,FuyukaiDesuYo,,0,,2/20/15 15:22,5.68914E+17,,
681455534,FALSE,finalized,3,2/25/15 8:20,negative,1,Lost Luggage,1,Southwest,,Runtt1,,0,,2/20/15 15:22,5.68914E+17,"Springfield, MA",Eastern Time (US & Canada)
681455535,FALSE,finalized,3,2/25/15 3:00,negative,1,Bad Flight,0.67,Southwest,,bjawalka,,0,,2/20/15 15:21,5.68913E+17,"San Antonio, TX",Central Time (US & Canada)
681455536,FALSE,finalized,3,2/25/15 5:03,neutral,1,,,Southwest,,FuyukaiDesuYo,,0,,2/20/15 15:21,5.68913E+17,,
681455537,FALSE,finalized,3,2/25/15 9:05,neutral,0.3384,,0,Southwest,,FuyukaiDesuYo,,0,,2/20/15 15:20,5.68913E+17,,
681455538,FALSE,finalized,3,2/25/15 6:06,neutral,0.6444,,,Southwest,,FuyukaiDesuYo,,0,,2/20/15 15:15,5.68912E+17,,
681455539,FALSE,finalized,3,2/25/15 2:00,negative,0.672,Can't Tell,0.3382,Southwest,,FuyukaiDesuYo,,1,,2/20/15 15:13,5.68911E+17,,
681455540,FALSE,finalized,3,2/25/15 8:51,negative,0.6805,Can't Tell,0.6805,Southwest,,AllenSpencer5,,1,,2/20/15 15:12,5.68911E+17,"Highlands Ranch, CO",Mountain Time (US & Canada)
681455541,FALSE,finalized,3,2/25/15 5:42,neutral,0.682,,0,Southwest,,FuyukaiDesuYo,,0,,2/20/15 15:10,5.68911E+17,,
681455542,FALSE,finalized,3,2/25/15 8:00,neutral,0.6526,,,Southwest,,NinaDESell,,0,,2/20/15 15:03,5.68909E+17,,
681455543,FALSE,finalized,3,2/25/15 4:13,positive,0.6523,,0,Southwest,,rawbeeeen,,0,,2/20/15 14:55,5.68907E+17,310,Pacific Time (US & Canada)
681455544,FALSE,finalized,3,2/25/15 8:01,negative,1,Can't Tell,0.6346,Southwest,,StephenMW,,0,,2/20/15 14:54,5.68906E+17,"San Jose, CA",Alaska
681455545,FALSE,finalized,3,2/25/15 4:14,neutral,1,,,Southwest,,dc816,,0,,2/20/15 14:52,5.68906E+17,"Kansas City, MO, USA",Central Time (US & Canada)
681455546,FALSE,finalized,3,2/25/15 6:48,negative,1,Late Flight,1,Southwest,,_ItsMeHollywood,,0,,2/20/15 14:51,5.68906E+17,,
681455547,FALSE,finalized,3,2/25/15 1:03,negative,1,Cancelled Flight,0.6985,Southwest,,jimsmithrn,,0,"[35.9807446, -115.0846183]",2/20/15 14:49,5.68905E+17,Kentucky,Eastern Time (US & Canada)
681455548,FALSE,finalized,3,2/25/15 9:04,negative,1,Customer Service Issue,1,Southwest,,rawbeeeen,,0,,2/20/15 14:44,5.68904E+17,310,Pacific Time (US & Canada)
681455549,FALSE,finalized,3,2/25/15 4:26,negative,1,Can't Tell,1,Southwest,,davidgoodson71,,3,,2/20/15 14:30,5.68901E+17,,
681455550,FALSE,finalized,3,2/25/15 6:01,negative,1,Can't Tell,0.3441,Southwest,,davidgoodson71,,4,,2/20/15 14:28,5.689E+17,,
681455551,FALSE,finalized,3,2/25/15 3:02,negative,0.6319,Flight Booking Problems,0.6319,Southwest,,mr_deals805,,0,,2/20/15 14:26,5.689E+17,,Arizona
681455552,FALSE,finalized,3,2/25/15 8:56,positive,1,,,Southwest,,bluefig,,0,,2/20/15 14:21,5.68898E+17,"camas, wa",Alaska
681455553,FALSE,finalized,3,2/25/15 2:23,neutral,1,,,Southwest,,GEOFFWOAD69,,0,,2/20/15 14:09,5.68895E+17,,
681455554,FALSE,finalized,3,2/25/15 2:17,negative,1,Can't Tell,0.6495,Southwest,,bluefig,,0,,2/20/15 14:07,5.68895E+17,"camas, wa",Alaska
681455555,FALSE,finalized,3,2/25/15 2:42,negative,1,Lost Luggage,0.6756,Southwest,,ThomRegan,,0,,2/20/15 14:07,5.68895E+17,"USA, USA!",Eastern Time (US & Canada)
681455556,FALSE,finalized,3,2/25/15 7:28,positive,1,,,Southwest,,erin_christman,,2,,2/20/15 14:07,5.68895E+17,TX | CA,Central Time (US & Canada)
681455557,FALSE,finalized,3,2/25/15 2:41,positive,0.6458,,,Southwest,,CaseGirl,,0,,2/20/15 14:05,5.68894E+17,Texas,
681455558,FALSE,finalized,3,2/25/15 7:38,neutral,0.68,,0,Southwest,,chadlacalamita,,0,,2/20/15 14:05,5.68894E+17,,
681455559,FALSE,finalized,3,2/25/15 9:00,negative,1,Late Flight,1,Southwest,,NGottesman,,0,,2/20/15 14:03,5.68894E+17,"BRKLYN, NY",Central Time (US & Canada)
681455560,FALSE,finalized,3,2/25/15 9:27,neutral,1,,,Southwest,,tracy_edes,,0,,2/20/15 14:02,5.68893E+17,,
681455561,FALSE,finalized,3,2/25/15 1:27,negative,1,Can't Tell,0.6268,Southwest,,ChrisJLeary,,0,,2/20/15 14:02,5.68893E+17,,Pacific Time (US & Canada)
681455562,FALSE,finalized,3,2/25/15 2:57,negative,0.6465,Cancelled Flight,0.6465,Southwest,,JenniferWFox17,,0,,2/20/15 14:00,5.68893E+17,"Nashville, TN",Central Time (US & Canada)
681455563,FALSE,finalized,3,2/25/15 9:45,neutral,1,,,Southwest,,royvergara,,0,,2/20/15 14:00,5.68893E+17,"Las Vegas, NV",Pacific Time (US & Canada)
681455564,FALSE,finalized,3,2/25/15 6:45,neutral,0.6604,,,Southwest,,miamicocount,,0,"[40.2376266, -74.9171435]",2/20/15 13:58,5.68893E+17,"Philadelphia, PA",
681455565,FALSE,finalized,3,2/25/15 4:07,positive,1,,,Southwest,,itsangieohyeah,,1,,2/20/15 13:56,5.68892E+17,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
681455566,FALSE,finalized,3,2/25/15 1:34,neutral,1,,,Southwest,,Jennsaint8,,0,,2/20/15 13:52,5.68891E+17,,
681455567,FALSE,finalized,3,2/25/15 3:38,negative,1,Customer Service Issue,1,Southwest,,oliviaxfaye,,1,,2/20/15 13:47,5.6889E+17,,
681455568,FALSE,finalized,3,2/25/15 3:52,negative,1,Customer Service Issue,1,Southwest,,davidgoodson71,,0,,2/20/15 13:45,5.68889E+17,,
681455569,FALSE,finalized,3,2/25/15 7:39,neutral,1,,,Southwest,,sammi_jon3s,,2,,2/20/15 13:45,5.68889E+17,,
681455571,FALSE,finalized,3,2/25/15 9:36,positive,0.6715,,,Southwest,,Joeanhalt,,0,"[41.78959656, -87.74028015]",2/20/15 13:43,5.68889E+17,"chicago, il ",Central Time (US & Canada)
681455572,FALSE,finalized,3,2/25/15 6:41,negative,1,Customer Service Issue,1,Southwest,,livvyports16,,1,,2/20/15 13:43,5.68889E+17,,
681455573,FALSE,finalized,3,2/25/15 6:10,neutral,1,,,Southwest,,livvyports16,,1,,2/20/15 13:42,5.68889E+17,,
681455574,FALSE,finalized,3,2/25/15 0:44,negative,0.6832,Can't Tell,0.6832,Southwest,,erin_christman,,0,,2/20/15 13:32,5.68886E+17,TX | CA,Central Time (US & Canada)
681455575,FALSE,finalized,3,2/25/15 9:22,neutral,0.6633,,,Southwest,,LyndaTCorrea,,0,,2/20/15 13:30,5.68885E+17,Washington DC via L.A. ,Pacific Time (US & Canada)
681455576,FALSE,finalized,3,2/25/15 1:40,neutral,1,,,Southwest,,itsangieohyeah,,0,,2/20/15 13:28,5.68885E+17,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
681455577,FALSE,finalized,3,2/25/15 9:39,negative,1,Lost Luggage,1,Southwest,,joyajackson_,,0,,2/20/15 13:27,5.68885E+17,looking for alaska,Quito
681455578,FALSE,finalized,3,2/25/15 8:53,neutral,0.6667,,,Southwest,,franks105,,0,,2/20/15 13:27,5.68885E+17,Hogwarts,Pacific Time (US & Canada)
681455579,FALSE,finalized,3,2/25/15 3:44,negative,1,Customer Service Issue,0.6442,Southwest,,mybadtequila,,0,,2/20/15 13:27,5.68885E+17,"Scottsdale, AZ",Mountain Time (US & Canada)
681455580,FALSE,finalized,3,2/25/15 7:13,positive,1,,,Southwest,,liberapertus,,0,,2/20/15 13:25,5.68884E+17,"St. Paul, MN",Central Time (US & Canada)
681455581,FALSE,finalized,3,2/25/15 1:08,negative,0.6876,Customer Service Issue,0.3603,Southwest,,mybadtequila,,0,,2/20/15 13:24,5.68884E+17,"Scottsdale, AZ",Mountain Time (US & Canada)
681455582,FALSE,finalized,3,2/25/15 9:40,neutral,1,,,Southwest,,itsangieohyeah,,0,,2/20/15 13:24,5.68884E+17,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
681455583,FALSE,finalized,3,2/25/15 2:41,neutral,1,,,Southwest,,chemasilvaurban,,0,,2/20/15 13:24,5.68884E+17,,
681455584,FALSE,finalized,3,2/25/15 1:02,positive,1,,,Southwest,,createmarc,,0,,2/20/15 13:22,5.68883E+17,city of Lost Angels,Central Time (US & Canada)
681455585,FALSE,finalized,3,2/25/15 0:52,neutral,1,,,Southwest,,erin_christman,,0,,2/20/15 13:21,5.68883E+17,TX | CA,Central Time (US & Canada)
681455586,FALSE,finalized,3,2/25/15 3:34,negative,1,Flight Attendant Complaints,0.6987,Southwest,,mybadtequila,,0,,2/20/15 13:18,5.68882E+17,"Scottsdale, AZ",Mountain Time (US & Canada)
681455587,FALSE,finalized,3,2/25/15 5:04,positive,1,,,Southwest,,jodyfuller,,0,"[38.73434659, -90.35501265]",2/20/15 13:18,5.68882E+17,"Opelika, Alabama ",Central Time (US & Canada)
681455588,FALSE,finalized,3,2/25/15 7:45,negative,1,Lost Luggage,1,Southwest,,joyajackson_,,0,,2/20/15 13:17,5.68882E+17,looking for alaska,Quito
681455589,FALSE,finalized,3,2/25/15 9:50,negative,0.6336,Flight Booking Problems,0.3404,Southwest,,JuliaMooch1,,0,,2/20/15 13:14,5.68881E+17,Boston,Eastern Time (US & Canada)
681455590,FALSE,finalized,3,2/25/15 4:25,neutral,1,,,Southwest,,itsangieohyeah,,0,,2/20/15 13:10,5.6888E+17,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
681455591,FALSE,finalized,3,2/25/15 3:50,neutral,0.6875,,0,Southwest,,ThomRegan,,0,,2/20/15 13:09,5.6888E+17,"USA, USA!",Eastern Time (US & Canada)
681455592,FALSE,finalized,3,2/25/15 2:35,neutral,0.6505,,,Southwest,,franks105,,0,,2/20/15 13:09,5.6888E+17,Hogwarts,Pacific Time (US & Canada)
681455593,FALSE,finalized,3,2/25/15 5:57,negative,1,Customer Service Issue,0.6609,Southwest,,RawTravelTV,,0,,2/20/15 13:09,5.6888E+17,New York City,Eastern Time (US & Canada)
681455594,FALSE,finalized,3,2/25/15 7:55,neutral,1,,,Southwest,,MsPersia,,0,,2/20/15 13:05,5.68879E+17,San Francisco,Pacific Time (US & Canada)
681455595,FALSE,finalized,3,2/25/15 1:32,negative,1,longlines,0.6864,Southwest,,MyStyleVita,,0,,2/20/15 13:05,5.68879E+17,Atlanta,Quito
681455596,FALSE,finalized,3,2/25/15 1:01,negative,1,Can't Tell,0.6842,Southwest,,MyStyleVita,,0,,2/20/15 13:02,5.68878E+17,Atlanta,Quito
681455597,FALSE,finalized,3,2/25/15 3:27,neutral,1,,,Southwest,,itsangieohyeah,,0,,2/20/15 13:02,5.68878E+17,Dodger Stadium | Disneyland,Pacific Time (US & Canada)
681455598,FALSE,finalized,3,2/25/15 3:06,neutral,0.6777,,,Southwest,,andiecrombie,,0,,2/20/15 13:01,5.68878E+17,Dirty South Jerz,Eastern Time (US & Canada)
681455599,FALSE,finalized,3,2/25/15 2:41,neutral,0.6667,,,Southwest,,Leahey09,,0,,2/20/15 12:56,5.68877E+17,"Chicago, IL",Central Time (US & Canada)
681455600,FALSE,finalized,3,2/25/15 10:22,negative,1,Customer Service Issue,1,Southwest,,davidgoodson71,,1,,2/20/15 12:53,5.68876E+17,,
681455601,FALSE,finalized,3,2/25/15 2:19,neutral,0.6737,,0,Southwest,,EamonFI,,0,,2/20/15 12:51,5.68876E+17,San Francisco,Quito
681455602,FALSE,finalized,3,2/25/15 4:47,neutral,1,,,Southwest,,kiwi_loves_you_,,0,,2/20/15 12:46,5.68874E+17,,
681455603,FALSE,finalized,3,2/25/15 1:40,negative,1,Cancelled Flight,1,Southwest,,RawTravelTV,,0,,2/20/15 12:43,5.68874E+17,New York City,Eastern Time (US & Canada)
681455604,FALSE,finalized,3,2/25/15 2:25,positive,1,,,Southwest,,Claireculb,,0,,2/20/15 12:41,5.68873E+17,TX л_лУ,Central Time (US & Canada)
681455605,FALSE,finalized,3,2/25/15 10:12,positive,1,,,Southwest,,WaynePartello,,0,,2/20/15 12:40,5.68873E+17,San Diego,Eastern Time (US & Canada)
681455606,FALSE,finalized,3,2/25/15 9:32,positive,0.6822,,,Southwest,,amyums,,0,,2/20/15 12:29,5.6887E+17,,Central Time (US & Canada)
681455607,FALSE,finalized,3,2/25/15 3:16,positive,1,,,Southwest,,seattlefordguy,,22,,2/20/15 12:27,5.6887E+17,"Bellevue, WA",Hawaii
681455608,FALSE,finalized,3,2/25/15 3:07,positive,1,,,Southwest,,mcgibbon_keith,,0,,2/20/15 12:24,5.68869E+17,Ottawa Canada ,Eastern Time (US & Canada)
681455609,FALSE,finalized,3,2/25/15 4:34,positive,1,,,Southwest,,SAMoore10,,0,,2/20/15 12:13,5.68866E+17,"Austin, TX",Central Time (US & Canada)
681455610,FALSE,finalized,3,2/25/15 9:28,negative,0.6515,Customer Service Issue,0.6515,Southwest,,SantowDan,,0,,2/20/15 12:02,5.68863E+17,Chicago,Mountain Time (US & Canada)
681455611,FALSE,finalized,3,2/25/15 10:08,negative,1,Late Flight,0.6787,Southwest,,SantowDan,,0,,2/20/15 11:59,5.68862E+17,Chicago,Mountain Time (US & Canada)
681455612,FALSE,finalized,3,2/25/15 7:51,negative,1,Lost Luggage,1,Southwest,,Mercer312,,0,"[40.731704, -73.1724805]",2/20/15 11:55,5.68862E+17,"Dallas, TX ",Eastern Time (US & Canada)
681455613,FALSE,finalized,3,2/25/15 7:54,neutral,0.624,,,Southwest,,Normthompsonsr,,0,,2/20/15 11:52,5.68861E+17,yuma az,Eastern Time (US & Canada)
681455614,FALSE,finalized,3,2/25/15 4:41,negative,0.6632,Can't Tell,0.3368,Southwest,,JustinMeyerKC,,0,,2/20/15 11:48,5.6886E+17,"Kansas City, MO",Eastern Time (US & Canada)
681455615,FALSE,finalized,3,2/25/15 8:09,neutral,0.6563,,,Southwest,,patrickisarobot,,0,,2/20/15 11:42,5.68858E+17,In my mind,Mountain Time (US & Canada)
681455616,FALSE,finalized,3,2/25/15 4:03,negative,1,Customer Service Issue,0.6564,Southwest,,LRC110979,,0,"[41.93001697, -72.68496357]",2/20/15 11:42,5.68858E+17,"Rochester Hills, MI",Eastern Time (US & Canada)
681455617,FALSE,finalized,3,2/25/15 1:13,positive,1,,,Southwest,,christina_kuo,,0,,2/20/15 11:37,5.68857E+17,"Washington, DC",Eastern Time (US & Canada)
681455618,FALSE,finalized,3,2/25/15 5:25,neutral,1,,,Southwest,,asianmegan,,0,,2/20/15 11:37,5.68857E+17,Sittin on the dock of the bay ,Eastern Time (US & Canada)
681455619,FALSE,finalized,3,2/25/15 3:16,negative,1,Late Flight,1,Southwest,,KierstinKrul,,0,,2/20/15 11:36,5.68857E+17,,Quito
681455620,FALSE,finalized,3,2/25/15 3:13,neutral,1,,,Southwest,,MattWalljasper,,0,,2/20/15 11:36,5.68857E+17,"Atlanta, GA",Eastern Time (US & Canada)
681455621,FALSE,finalized,3,2/25/15 3:27,negative,1,Customer Service Issue,0.6571,Southwest,,SantowDan,,0,,2/20/15 11:31,5.68855E+17,Chicago,Mountain Time (US & Canada)
681455622,FALSE,finalized,3,2/25/15 9:50,neutral,0.6482,,,Southwest,,TeddyLyngaas,,0,,2/20/15 11:31,5.68855E+17,"Milwaukee, WI",Central Time (US & Canada)
681455623,FALSE,finalized,3,2/25/15 4:30,neutral,0.6596,,0,Southwest,,djknuckles,,0,,2/20/15 11:24,5.68854E+17,WORLDWIDE,Pacific Time (US & Canada)
681455624,FALSE,finalized,3,2/25/15 1:23,neutral,1,,,Southwest,,djknuckles,,0,,2/20/15 11:23,5.68853E+17,WORLDWIDE,Pacific Time (US & Canada)
681455625,FALSE,finalized,3,2/25/15 3:58,neutral,1,,,Southwest,,woman4lif,,0,,2/20/15 11:23,5.68853E+17,Northern UT,Mountain Time (US & Canada)
681455626,FALSE,finalized,3,2/25/15 2:37,neutral,1,,,Southwest,,woman4lif,,0,,2/20/15 11:18,5.68852E+17,Northern UT,Mountain Time (US & Canada)
681455628,FALSE,finalized,3,2/25/15 3:13,positive,1,,,Southwest,,MehtaGoesMeta,,0,,2/20/15 11:18,5.68852E+17,"Astoria, New York",Eastern Time (US & Canada)
681455629,FALSE,finalized,3,2/25/15 8:21,negative,0.6459,Late Flight,0.6459,Southwest,,pnutbuttrnjille,,0,,2/20/15 11:11,5.68851E+17,"san diego, CA",
681455630,FALSE,finalized,3,2/25/15 2:18,negative,1,Flight Attendant Complaints,1,Southwest,,LRC110979,,0,"[41.93015938, -72.68522399]",2/20/15 11:11,5.68851E+17,"Rochester Hills, MI",Eastern Time (US & Canada)
681455631,FALSE,finalized,3,2/25/15 6:47,positive,1,,,Southwest,,billyontherun,,0,,2/20/15 11:09,5.6885E+17,,Eastern Time (US & Canada)
681455632,FALSE,finalized,3,2/25/15 7:07,negative,1,Late Flight,0.6364,Southwest,,Mackenzie_RT,,0,,2/20/15 11:08,5.6885E+17,SF by way of NY and UNC. ,Quito
681455633,FALSE,finalized,3,2/25/15 9:26,positive,0.7025,,,Southwest,,lichelle75,,0,,2/20/15 11:05,5.68849E+17,,
681455634,FALSE,finalized,3,2/25/15 6:42,neutral,0.6733,,,Southwest,,hwalsh22,,0,,2/20/15 11:04,5.68849E+17,"Beaverton, OR",
681455635,FALSE,finalized,3,2/25/15 2:30,neutral,0.6925,,,Southwest,,TravelLeaders_,,0,,2/20/15 11:02,5.68848E+17,"Liverpool, NY",Eastern Time (US & Canada)
681455636,FALSE,finalized,3,2/25/15 4:54,positive,0.653,,,Southwest,,FaithGHubbard,,0,,2/20/15 10:54,5.68846E+17,"washington, dc",Eastern Time (US & Canada)
681455637,FALSE,finalized,3,2/25/15 7:41,negative,1,Cancelled Flight,1,Southwest,,mrc0421,,0,"[33.93454129, -118.40270098]",2/20/15 10:53,5.68846E+17,,
681455638,FALSE,finalized,3,2/25/15 8:11,negative,0.6285,Cancelled Flight,0.6285,Southwest,,sdkstl,,0,,2/20/15 10:50,5.68845E+17,"University City, MO",
681455639,FALSE,finalized,3,2/25/15 4:43,negative,1,Late Flight,1,Southwest,,Mackenzie_RT,,0,,2/20/15 10:49,5.68845E+17,SF by way of NY and UNC. ,Quito
681455640,FALSE,finalized,3,2/25/15 2:58,negative,1,Customer Service Issue,0.6768,Southwest,,JeffLGonzales,,0,,2/20/15 10:47,5.68844E+17,"Austin, TX",Central Time (US & Canada)
681455641,FALSE,finalized,3,2/25/15 2:49,negative,1,Flight Booking Problems,1,Southwest,,pkneis0414,,0,,2/20/15 10:43,5.68843E+17,,
681455642,FALSE,finalized,3,2/25/15 8:25,neutral,0.6452,,0,Southwest,,_Aphmau_,,1,,2/20/15 10:41,5.68843E+17,,Eastern Time (US & Canada)
681455643,FALSE,finalized,3,2/25/15 3:33,neutral,0.6476,,,Southwest,,capgaznews,,0,,2/20/15 10:36,5.68842E+17,"Annapolis, MD USA",Eastern Time (US & Canada)
681455644,FALSE,finalized,3,2/25/15 10:10,neutral,0.6294,,,Southwest,,MDGazette,,0,,2/20/15 10:36,5.68842E+17,Glen Burnie,Quito
681455645,FALSE,finalized,3,2/25/15 7:39,negative,0.6822,Can't Tell,0.6822,Southwest,,fwmperkins,,0,,2/20/15 10:30,5.6884E+17,"Zephyrhills, Florida",Eastern Time (US & Canada)
681455646,FALSE,finalized,3,2/25/15 6:42,positive,0.6832,,,Southwest,,laurafall,,0,,2/20/15 10:26,5.68839E+17,,Pacific Time (US & Canada)
681455647,FALSE,finalized,3,2/25/15 1:29,neutral,1,,,Southwest,,jscherms,,0,,2/20/15 10:25,5.68839E+17,,Eastern Time (US & Canada)
681455648,FALSE,finalized,3,2/25/15 4:12,neutral,1,,,Southwest,,MehtaGoesMeta,,0,,2/20/15 10:17,5.68837E+17,"Astoria, New York",Eastern Time (US & Canada)
681455649,FALSE,finalized,3,2/25/15 9:33,neutral,1,,,Southwest,,patrickisarobot,,0,,2/20/15 10:16,5.68837E+17,In my mind,Mountain Time (US & Canada)
681455650,FALSE,finalized,3,2/25/15 5:58,neutral,0.6759,,,Southwest,,mr_deals805,,0,,2/20/15 10:15,5.68836E+17,,Arizona
681455651,FALSE,finalized,3,2/25/15 1:06,negative,0.6527,Can't Tell,0.336,Southwest,,mwbhere,,0,,2/20/15 10:07,5.68834E+17,( Maryland | North Carolina ),Atlantic Time (Canada)
681455652,FALSE,finalized,3,2/25/15 8:49,negative,0.6459,Can't Tell,0.323,Southwest,,wclsc59,,0,,2/20/15 10:04,5.68834E+17,johnson city tn,
681455653,FALSE,finalized,3,2/25/15 7:55,negative,1,Bad Flight,0.6593,Southwest,,AplSosy,,0,,2/20/15 10:04,5.68834E+17,"denver, co",Mountain Time (US & Canada)
681455654,FALSE,finalized,3,2/25/15 3:47,negative,1,Customer Service Issue,0.6735,Southwest,,noli528,,0,,2/20/15 10:01,5.68833E+17,"Nashville, TN",Central Time (US & Canada)
681455655,FALSE,finalized,3,2/25/15 3:44,negative,1,Late Flight,1,Southwest,,patsy_cruse,,0,,2/20/15 9:54,5.68831E+17,,Central Time (US & Canada)
681455656,FALSE,finalized,3,2/25/15 4:43,neutral,1,,,Southwest,,leavenodoubt131,,0,,2/20/15 9:51,5.6883E+17,,Tijuana
681455657,FALSE,finalized,3,2/25/15 9:05,positive,0.6631,,,Southwest,,msizzymarie,,0,,2/20/15 9:50,5.6883E+17,New Mexico,Mountain Time (US & Canada)
681455658,FALSE,finalized,3,2/25/15 2:54,negative,1,Bad Flight,0.6342,Southwest,,pkneis0414,,0,,2/20/15 9:49,5.6883E+17,,
681455659,FALSE,finalized,3,2/25/15 9:22,neutral,0.6555,,,Southwest,,sincitycomedy,,0,,2/20/15 9:49,5.6883E+17,"Las Vegas, NV",Pacific Time (US & Canada)
681455660,FALSE,finalized,3,2/25/15 9:21,neutral,1,,,Southwest,,bluefig,,0,,2/20/15 9:48,5.6883E+17,"camas, wa",Alaska
681455661,FALSE,finalized,3,2/25/15 1:25,negative,1,Late Flight,0.3474,Southwest,,bluefig,,0,,2/20/15 9:48,5.68829E+17,"camas, wa",Alaska
681455662,FALSE,finalized,3,2/25/15 1:30,negative,1,Customer Service Issue,0.631,Southwest,,Megs701,,0,,2/20/15 9:47,5.68829E+17,,
681455663,FALSE,finalized,3,2/25/15 8:55,negative,0.6957,Can't Tell,0.6957,Southwest,,Iluvfastracks,,0,,2/20/15 9:46,5.68829E+17,Pocono Raceway,Mazatlan
681455664,FALSE,finalized,3,2/25/15 4:17,positive,1,,,Southwest,,cbtatenstl,,1,,2/20/15 9:44,5.68829E+17,"St. Louis, MO",Central Time (US & Canada)
681455665,FALSE,finalized,3,2/25/15 9:09,positive,0.6742,,0,Southwest,,I_LuvMy_3Girls,,0,,2/20/15 9:43,5.68828E+17,South ~O-H-I-O~ Side,Eastern Time (US & Canada)
681455666,FALSE,finalized,3,2/25/15 4:53,positive,1,,,Southwest,,ljordan,,0,,2/20/15 9:43,5.68828E+17,"Austin, TX",Central Time (US & Canada)
681455667,FALSE,finalized,3,2/25/15 6:21,positive,1,,,Southwest,,alycam,,0,,2/20/15 9:42,5.68828E+17,Kansas City,Central Time (US & Canada)
681455668,FALSE,finalized,3,2/25/15 7:38,negative,1,Cancelled Flight,1,Southwest,,danieljsu,,0,,2/20/15 9:35,5.68826E+17,"San Francisco, CA",Pacific Time (US & Canada)
681455669,FALSE,finalized,3,2/25/15 6:27,neutral,1,,,Southwest,,JuliaMooch1,,0,,2/20/15 9:33,5.68826E+17,Boston,Eastern Time (US & Canada)
681455670,FALSE,finalized,3,2/25/15 7:25,neutral,1,,,Southwest,,Seattle_D,,0,,2/20/15 9:32,5.68826E+17,Seattle (duh!),Pacific Time (US & Canada)
681455671,FALSE,finalized,3,2/25/15 9:08,positive,0.3612,,0,Southwest,,Muirkat_23,,0,,2/20/15 9:22,5.68823E+17,,
681455672,FALSE,finalized,3,2/25/15 6:37,positive,1,,,Southwest,,jetringer5,,0,,2/20/15 9:22,5.68823E+17,Milwaukee wi,Central Time (US & Canada)
681455673,FALSE,finalized,3,2/25/15 7:29,negative,1,Customer Service Issue,1,Southwest,,CiaoBambino,,0,,2/20/15 9:15,5.68821E+17,Everywhere,Pacific Time (US & Canada)
681455674,FALSE,finalized,3,2/25/15 7:13,neutral,0.6664,,,Southwest,,saMykel,,0,,2/20/15 9:15,5.68821E+17,"Phoenix, Arizona",Central Time (US & Canada)
681455675,FALSE,finalized,3,2/25/15 7:46,negative,1,Customer Service Issue,1,Southwest,,bodoughty,,0,,2/20/15 9:13,5.68821E+17,,
681455676,FALSE,finalized,3,2/25/15 3:08,negative,1,Customer Service Issue,0.6964,Southwest,,Muirkat_23,,0,"[42.313473, -87.83530047]",2/20/15 9:04,5.68819E+17,,
681455677,FALSE,finalized,3,2/25/15 6:06,negative,0.6866,Customer Service Issue,0.6866,Southwest,,Megs701,,0,,2/20/15 9:04,5.68818E+17,,
681455678,FALSE,finalized,3,2/25/15 1:44,neutral,1,,,Southwest,,luoyegongfu,,0,,2/20/15 9:03,5.68818E+17,"Tempe, AZ & World Wide",Tehran
681455679,FALSE,finalized,3,2/25/15 1:52,negative,1,Customer Service Issue,0.6809,Southwest,,CSENOJ,,0,,2/20/15 8:45,5.68814E+17,,
681455680,FALSE,finalized,3,2/25/15 1:57,neutral,1,,,Southwest,,JuliaMooch1,,0,,2/20/15 8:43,5.68813E+17,Boston,Eastern Time (US & Canada)
681455681,FALSE,finalized,3,2/25/15 7:29,neutral,0.6833,,0,Southwest,,ProShunks,,0,,2/20/15 8:39,5.68812E+17,,
681455682,FALSE,finalized,3,2/25/15 2:15,negative,1,Bad Flight,0.3522,Southwest,,CSENOJ,,0,,2/20/15 8:37,5.68812E+17,,
681455683,FALSE,finalized,3,2/25/15 8:01,neutral,1,,,Southwest,,CiaoBambino,,0,,2/20/15 8:33,5.68811E+17,Everywhere,Pacific Time (US & Canada)
681455684,FALSE,finalized,3,2/25/15 4:17,negative,1,Customer Service Issue,0.6507,Southwest,,ohshititsjake,,0,,2/20/15 8:24,5.68808E+17,San Francisco,Pacific Time (US & Canada)
681455685,FALSE,finalized,3,2/25/15 4:00,neutral,0.7046,,,Southwest,,matthewhirsch,,0,,2/20/15 8:23,5.68808E+17,"Hoboken, NJ",Eastern Time (US & Canada)
681455686,FALSE,finalized,3,2/25/15 7:37,positive,1,,,Southwest,,itsjessme_,,0,,2/20/15 8:22,5.68808E+17,,Alaska
